symbol,index,security,status,reason,rows,start,end
FBNC,S&P 600,First Bancorp (Southern Pines NC),OK,,902,2023-01-13,2026-08-19
FBP,S&P 600,First BanCorp (Puerto Rico),OK,,899,2023-01-13,2026-08-19
FBRT,S&P 600,"Franklin BSP Realty Trust, Inc.",OK,,899,2023-01-13,2026-08-19
FCF,S&P 600,"First Commonwealth Financial, Corp.",OK,,899,2023-01-13,2026-08-19
FCFS,S&P 400,FirstCash,OK,,902,2023-01-13,2026-08-19
FCN,S&P 400,FTI Consulting,OK,,899,2023-01-13,2026-08-19
FCPT,S&P 600,"Four Corners Property Trust, Inc.",OK,,899,2023-01-13,2026-08-19
FELE,S&P 600,Franklin Electric,OK,,899,2023-01-13,2026-08-19
FFBC,S&P 600,First Financial Bancorp,OK,,900,2023-01-13,2026-08-19
FFIN,S&P 400,First Financial Bankshares,OK,,899,2023-01-13,2026-08-19
FG,S&P 600,"F&G Annuities & Life, Inc.",OK,,899,2023-01-13,2026-08-19
FHB,S&P 600,"First Hawaiian, Inc.",OK,,902,2023-01-13,2026-08-19
FHI,S&P 400,Federated Hermes,OK,,899,2023-01-13,2026-08-19
FHN,S&P 400,First Horizon,OK,,899,2023-01-13,2026-08-19
FIBK,S&P 600,"First Interstate BancSystem, Inc.",OK,,899,2023-01-13,2026-08-19
FIVE,S&P 400,Five Below,OK,,899,2023-01-13,2026-08-19
FIVN,S&P 600,"Five9, Inc.",OK,,902,2023-01-13,2026-08-19
FIZZ,S&P 600,National Beverage Corp.,OK,,902,2023-01-13,2026-08-19
FLG,S&P 400,Flagstar Bank,OK,,899,2023-01-13,2026-08-19
FLO,S&P 600,Flowers Foods,OK,,902,2023-01-13,2026-08-19
FLR,S&P 400,Fluor,OK,,899,2023-01-13,2026-08-19
FLS,S&P 400,Flowserve,OK,,899,2023-01-13,2026-08-19
FMC,S&P 600,FMC Corporation,OK,,902,2023-01-13,2026-08-19
FN,S&P 400,Fabrinet,OK,,899,2023-01-13,2026-08-19
FNB,S&P 400,FNB Corporation,OK,,899,2023-01-13,2026-08-19
FND,S&P 400,Floor & Decor,OK,,900,2023-01-13,2026-08-19
FNF,S&P 400,Fidelity National Financial,OK,,899,2023-01-13,2026-08-19
FORM,S&P 600,"FormFactor, Inc.",OK,,901,2023-01-13,2026-08-19
FOUR,S&P 400,Shift4,OK,,899,2023-01-13,2026-08-19
FOXF,S&P 600,Fox Factory,OK,,899,2023-01-13,2026-08-19
FR,S&P 400,First Industrial Realty Trust,OK,,899,2023-01-13,2026-08-19
FRPT,S&P 600,Freshpet,OK,,899,2023-01-13,2026-08-19
FSS,S&P 600,Federal Signal Corporation,OK,,902,2023-01-13,2026-08-19
FTDR,S&P 600,"Frontdoor, Inc.",OK,,899,2023-01-13,2026-08-19
FTI,S&P 400,TechnipFMC,OK,,899,2023-01-13,2026-08-19
FTRE,S&P 600,Fortrea,OK,,794,2023-06-16,2026-08-19
FUL,S&P 600,H.B. Fuller Company,OK,,899,2023-01-13,2026-08-19
FULT,S&P 600,Fulton Financial Corporation,OK,,902,2023-01-13,2026-08-19
FUN,S&P 600,Six Flags,OK,,900,2023-01-13,2026-08-19
G,S&P 400,Genpact,OK,,900,2023-01-13,2026-08-19
GAP,S&P 400,Gap Inc.,OK,,900,2023-01-13,2026-08-19
GATX,S&P 400,GATX,OK,,902,2023-01-13,2026-08-19
GBCI,S&P 400,Glacier Bancorp,OK,,902,2023-01-13,2026-08-19
GBX,S&P 600,"The Greenbrier Companies, Inc.",OK,,899,2023-01-13,2026-08-19
GEF,S&P 400,"Greif, Inc.",OK,,899,2023-01-13,2026-08-19
GEO,S&P 600,"GEO Group, Inc.",OK,,899,2023-01-13,2026-08-19
GFF,S&P 600,Griffon Corporation,OK,,902,2023-01-13,2026-08-19
GGG,S&P 400,Graco Inc.,OK,,899,2023-01-13,2026-08-19
GHC,S&P 400,Graham Holdings,OK,,899,2023-01-13,2026-08-19
GIII,S&P 600,"G-III Apparel Group, Ltd.",OK,,899,2023-01-13,2026-08-19
GKOS,S&P 600,Glaukos Corp.,OK,,899,2023-01-13,2026-08-19
GLPI,S&P 400,Gaming and Leisure Properties,OK,,902,2023-01-13,2026-08-19
GME,S&P 400,GameStop,OK,,902,2023-01-13,2026-08-19
GMED,S&P 400,Globus Medical,OK,,899,2023-01-13,2026-08-19
GNL,S&P 600,"Global Net Lease, Inc.",OK,,902,2023-01-13,2026-08-19
GNTX,S&P 400,Gentex,OK,,902,2023-01-13,2026-08-19
GNW,S&P 600,"Genworth Financial, Inc.",OK,,899,2023-01-13,2026-08-19
GO,S&P 600,Grocery Outlet,OK,,899,2023-01-13,2026-08-19
GOLF,S&P 600,Acushnet Company,OK,,899,2023-01-13,2026-08-19
GPI,S&P 600,"Group 1 Automotive, Inc.",OK,,899,2023-01-13,2026-08-19
GPK,S&P 400,Graphic Packaging,OK,,899,2023-01-13,2026-08-19
GPOR,S&P 600,Gulfport Energy Corporation,OK,,899,2023-01-13,2026-08-19
GRBK,S&P 600,"Green Brick Partners, Inc.",OK,,899,2023-01-13,2026-08-19
GSHD,S&P 600,"Goosehead Insurance, Inc.",OK,,902,2023-01-13,2026-08-19
GT,S&P 600,Goodyear Tire and Rubber Company,OK,,899,2023-01-13,2026-08-19
GTES,S&P 600,Gates Corporation,OK,,899,2023-01-13,2026-08-19
GTM,S&P 600,ZoomInfo,OK,,901,2023-01-13,2026-08-19
GTY,S&P 600,Getty Realty Corp.,OK,,899,2023-01-13,2026-08-19
GVA,S&P 600,"Granite Construction, Inc.",OK,,899,2023-01-13,2026-08-19
GWRE,S&P 400,Guidewire Software,OK,,900,2023-01-13,2026-08-19
GXO,S&P 400,GXO Logistics,OK,,899,2023-01-13,2026-08-19
H,S&P 400,Hyatt,OK,,899,2023-01-13,2026-08-19
HAE,S&P 400,Haemonetics,OK,,899,2023-01-13,2026-08-19
HAFC,S&P 600,Hanmi Financial Corporation,OK,,902,2023-01-13,2026-08-19
HALO,S&P 400,Halozyme,OK,,902,2023-01-13,2026-08-19
HASI,S&P 600,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",OK,,899,2023-01-13,2026-08-19
HAYW,S&P 600,"Hayward Holdings, Inc.",OK,,899,2023-01-13,2026-08-19
HCC,S&P 600,"Warrior Met Coal, Inc.",OK,,899,2023-01-13,2026-08-19
HCI,S&P 600,"HCI Group, Inc.",OK,,899,2023-01-13,2026-08-19
HCSG,S&P 600,"Healthcare Services Group, Inc.",OK,,902,2023-01-13,2026-08-19
HE,S&P 600,"Hawaiian Electric Industries, Inc.",OK,,900,2023-01-13,2026-08-19
HFWA,S&P 600,Heritage Financial Corporation,OK,,899,2023-01-13,2026-08-19
HGV,S&P 400,Hilton Grand Vacations,OK,,902,2023-01-13,2026-08-19
HIMS,S&P 400,Hims & Hers Health,OK,,902,2023-01-13,2026-08-19
HIW,S&P 600,Highwoods Properties,OK,,899,2023-01-13,2026-08-19
HL,S&P 400,Hecla Mining,OK,,902,2023-01-13,2026-08-19
HLI,S&P 400,Houlihan Lokey,OK,,899,2023-01-13,2026-08-19
HLIT,S&P 600,Harmonic Inc.,OK,,900,2023-01-13,2026-08-19
HLNE,S&P 400,Hamilton Lane,OK,,899,2023-01-13,2026-08-19
HLX,S&P 600,"Helix Energy Solutions Group, Inc.",OK,,899,2023-01-13,2026-08-19
HMN,S&P 600,Horace Mann Educators Corporation,OK,,899,2023-01-13,2026-08-19
HNI,S&P 600,HNI Corporation,OK,,899,2023-01-13,2026-08-19
HOG,S&P 400,Harley-Davidson,OK,,902,2023-01-13,2026-08-19
HOMB,S&P 400,Home BancShares,OK,,899,2023-01-13,2026-08-19
HOPE,S&P 600,"Hope Bancorp, Inc.",OK,,902,2023-01-13,2026-08-19
HP,S&P 600,"Helmerich & Payne, Inc.",OK,,899,2023-01-13,2026-08-19
HQY,S&P 400,HealthEquity,OK,,902,2023-01-13,2026-08-19
HR,S&P 400,Healthcare Realty Trust,OK,,902,2023-01-13,2026-08-19
HRB,S&P 400,H&R Block,OK,,899,2023-01-13,2026-08-19
HRMY,S&P 600,"Harmony Biosciences Holdings, Inc.",OK,,899,2023-01-13,2026-08-19
HSTM,S&P 600,"HealthStream, Inc.",OK,,899,2023-01-13,2026-08-19
HTH,S&P 600,Hilltop Holdings Inc.,OK,,899,2023-01-13,2026-08-19
HTLD,S&P 600,"Heartland Express, Inc.",OK,,900,2023-01-13,2026-08-19
HTO,S&P 600,H2O America,OK,,902,2023-01-13,2026-08-19
HUBG,S&P 600,"Hub Group, Inc.",OK,,902,2023-01-13,2026-08-19
HWC,S&P 400,Hancock Whitney,OK,,902,2023-01-13,2026-08-19
HWKN,S&P 600,"Hawkins, Inc.",OK,,902,2023-01-13,2026-08-19
HXL,S&P 400,Hexcel,OK,,899,2023-01-13,2026-08-19
HZO,S&P 600,"MarineMax, Inc.",OK,,899,2023-01-13,2026-08-19
IART,S&P 600,Integra Lifesciences Holdings,OK,,902,2023-01-13,2026-08-19
IBOC,S&P 400,Intl Bancshares Corp,OK,,899,2023-01-13,2026-08-19
IBP,S&P 600,"Installed Building Products, Inc.",OK,,899,2023-01-13,2026-08-19
ICHR,S&P 600,"Ichor Holdings, Ltd.",OK,,902,2023-01-13,2026-08-19
ICUI,S&P 600,ICU Medical,OK,,902,2023-01-13,2026-08-19
IDA,S&P 400,Idacorp,OK,,899,2023-01-13,2026-08-19
IDCC,S&P 400,InterDigital,OK,,899,2023-01-13,2026-08-19
IESC,S&P 400,IES Holdings,OK,,899,2023-01-13,2026-08-19
IIPR,S&P 600,"Innovative Industrial Properties, Inc.",OK,,899,2023-01-13,2026-08-19
ILMN,S&P 400,"Illumina, Inc.",OK,,899,2023-01-13,2026-08-19
INDB,S&P 600,Independent Bank Corp.,OK,,899,2023-01-13,2026-08-19
INDV,S&P 600,Indivior,OK,,900,2023-01-13,2026-08-19
INGR,S&P 400,Ingredion,OK,,899,2023-01-13,2026-08-19
INSP,S&P 600,"Inspire Medical Systems, Inc.",OK,,899,2023-01-13,2026-08-19
INSW,S&P 600,"International Seaways, Inc.",OK,,900,2023-01-13,2026-08-19
INVA,S&P 600,"Innoviva, Inc.",OK,,902,2023-01-13,2026-08-19
INVX,S&P 600,"Innovex International, Inc.",OK,,902,2023-01-13,2026-08-19
IOSP,S&P 600,"Innospec, Inc.",OK,,902,2023-01-13,2026-08-19
IPAR,S&P 600,"Inter Parfums, Inc.",OK,,902,2023-01-13,2026-08-19
IPGP,S&P 400,IPG Photonics,OK,,899,2023-01-13,2026-08-19
IRDM,S&P 600,Iridium Communications,OK,,900,2023-01-13,2026-08-19
IRT,S&P 400,Independence Realty Trust,OK,,899,2023-01-13,2026-08-19
ITGR,S&P 600,Integer Holdings Corporation,OK,,900,2023-01-13,2026-08-19
ITRI,S&P 600,"Itron, Inc.",OK,,899,2023-01-13,2026-08-19
ITT,S&P 400,ITT Inc.,OK,,899,2023-01-13,2026-08-19
IVT,S&P 600,InvenTrust Properties,OK,,902,2023-01-13,2026-08-19
JAZZ,S&P 400,Jazz Pharmaceuticals,OK,,899,2023-01-13,2026-08-19
JBGS,S&P 600,JBG Smith,OK,,902,2023-01-13,2026-08-19
JBLU,S&P 600,JetBlue,OK,,902,2023-01-13,2026-08-19
JBSS,S&P 600,"John B. Sanfilippo & Son, Inc.",OK,,899,2023-01-13,2026-08-19
JBTM,S&P 600,JBT Marel Corporation,OK,,899,2023-01-13,2026-08-19
JEF,S&P 400,Jefferies,OK,,902,2023-01-13,2026-08-19
JJSF,S&P 600,J&J Snack Foods Corp.,OK,,899,2023-01-13,2026-08-19
JLL,S&P 400,Jones Lang LaSalle,OK,,899,2023-01-13,2026-08-19
JOE,S&P 600,St. Joe Company,OK,,899,2023-01-13,2026-08-19
JXN,S&P 600,"Jackson Financial, Inc.",OK,,899,2023-01-13,2026-08-19
KAI,S&P 600,Kadant Inc.,OK,,899,2023-01-13,2026-08-19
KALU,S&P 600,Kaiser Aluminum Corporation,OK,,900,2023-01-13,2026-08-19
KBH,S&P 400,KB Home,OK,,902,2023-01-13,2026-08-19
KBR,S&P 400,"KBR, Inc.",OK,,899,2023-01-13,2026-08-19
KD,S&P 400,Kyndryl,OK,,900,2023-01-13,2026-08-19
KEX,S&P 400,Kirby Corporation,OK,,902,2023-01-13,2026-08-19
KFY,S&P 600,Korn/Ferry International,OK,,902,2023-01-13,2026-08-19
KGS,S&P 600,"Kodiak Gas Services, Inc.",OK,,785,2023-06-29,2026-08-19
KLIC,S&P 600,"Kulicke and Soffa Industries, Inc.",OK,,902,2023-01-13,2026-08-19
KMPR,S&P 600,Kemper Corporation,OK,,902,2023-01-13,2026-08-19
KMT,S&P 600,Kennametal,OK,,899,2023-01-13,2026-08-19
KMX,S&P 600,"CarMax, Inc.",OK,,902,2023-01-13,2026-08-19
KN,S&P 600,Knowles Corporation,OK,,899,2023-01-13,2026-08-19
KNF,S&P 400,Knife River Corporation,OK,,801,2023-06-06,2026-08-19
KNSL,S&P 400,Kinsale Capital Group,OK,,902,2023-01-13,2026-08-19
KNTK,S&P 600,"Kinetik Holdings, Inc.",OK,,899,2023-01-13,2026-08-19
KNX,S&P 400,Knight-Swift,OK,,899,2023-01-13,2026-08-19
KOP,S&P 600,"Koppers Holdings, Inc.",OK,,899,2023-01-13,2026-08-19
KRC,S&P 400,Kilroy Realty Corp,OK,,899,2023-01-13,2026-08-19
KRG,S&P 400,Kite Realty Group Trust,OK,,899,2023-01-13,2026-08-19
KRMN,S&P 600,Karman Holdings,OK,,377,2025-02-13,2026-08-19
KRYS,S&P 400,Krystal Biotech,OK,,899,2023-01-13,2026-08-19
KSS,S&P 600,Kohl's Corp.,OK,,902,2023-01-13,2026-08-19
KTB,S&P 600,Kontoor Brands,OK,,899,2023-01-13,2026-08-19
KTOS,S&P 400,Kratos Defense & Security Solutions,OK,,902,2023-01-13,2026-08-19
KWR,S&P 600,Quaker Chemical Corporation,OK,,902,2023-01-13,2026-08-19
LAD,S&P 400,Lithia Motors,OK,,902,2023-01-13,2026-08-19
LAMR,S&P 400,Lamar Advertising Company,OK,,899,2023-01-13,2026-08-19
LAUR,S&P 600,"Laureate Education, Inc.",OK,,899,2023-01-13,2026-08-19
LAZ,S&P 600,Lazard,OK,,899,2023-01-13,2026-08-19
LBRT,S&P 600,"Liberty Energy, Inc.",OK,,901,2023-01-13,2026-08-19
LCII,S&P 600,LCI Industries,OK,,899,2023-01-13,2026-08-19
LEA,S&P 400,Lear,OK,,899,2023-01-13,2026-08-19
LECO,S&P 400,Lincoln Electric,OK,,899,2023-01-13,2026-08-19
LEG,S&P 600,Leggett & Platt,OK,,902,2023-01-13,2026-08-19
LEU,S&P 600,Centrus Energy Corp.,OK,,902,2023-01-13,2026-08-19
LFST,S&P 600,Lifestance Health,OK,,899,2023-01-13,2026-08-19
LFUS,S&P 400,Littelfuse,OK,,899,2023-01-13,2026-08-19
LGIH,S&P 600,LGI Homes,OK,,899,2023-01-13,2026-08-19
LGND,S&P 600,"Ligand Pharmaceuticals, Inc.",OK,,899,2023-01-13,2026-08-19
LIF,S&P 600,Life360,OK,,549,2024-06-06,2026-08-19
LIVN,S&P 400,LivaNova,OK,,899,2023-01-13,2026-08-19
LKFN,S&P 600,Lakeland Financial,OK,,902,2023-01-13,2026-08-19
LKQ,S&P 600,LKQ Corporation,OK,,899,2023-01-13,2026-08-19
LMAT,S&P 600,LeMaitre Vascular,OK,,899,2023-01-13,2026-08-19
LNC,S&P 600,Lincoln Financial,OK,,899,2023-01-13,2026-08-19
LNN,S&P 600,Lindsay Corporation,OK,,902,2023-01-13,2026-08-19
LNTH,S&P 400,Lantheus Holdings,OK,,902,2023-01-13,2026-08-19
LOPE,S&P 400,Grand Canyon Education,OK,,899,2023-01-13,2026-08-19
LPG,S&P 600,Dorian LPG Ltd.,OK,,902,2023-01-13,2026-08-19
LPX,S&P 400,Louisiana-Pacific,OK,,899,2023-01-13,2026-08-19
LQDA,S&P 600,Liquidia Corporation,OK,,901,2023-01-13,2026-08-19
LQDT,S&P 600,"Liquidity Services, Inc.",OK,,899,2023-01-13,2026-08-19
LRN,S&P 600,"Stride, Inc.",OK,,899,2023-01-13,2026-08-19
LSCC,S&P 400,Lattice Semiconductor,OK,,899,2023-01-13,2026-08-19
LSTR,S&P 400,Landstar System,OK,,900,2023-01-13,2026-08-19
LTC,S&P 600,"LTC Properties, Inc.",OK,,899,2023-01-13,2026-08-19
LTH,S&P 600,"Life Time Group Holdings, Inc.",OK,,899,2023-01-13,2026-08-19
LUMN,S&P 600,Lumen Technologies,OK,,902,2023-01-13,2026-08-19
LW,S&P 600,Lamb Weston,OK,,902,2023-01-13,2026-08-19
LXP,S&P 600,Lexington Realty Trust,OK,,902,2023-01-13,2026-08-19
LYFT,S&P 600,"Lyft, Inc.",OK,,902,2023-01-13,2026-08-19
LZ,S&P 600,"LegalZoom.com, Inc.",OK,,899,2023-01-13,2026-08-19
LZB,S&P 600,"La-Z-Boy, Inc.",OK,,899,2023-01-13,2026-08-19
M,S&P 400,Macy's,OK,,901,2023-01-13,2026-08-19
MAC,S&P 600,Macerich,OK,,902,2023-01-13,2026-08-19
MAN,S&P 600,ManpowerGroup,OK,,901,2023-01-13,2026-08-19
MANH,S&P 400,Manhattan Associates,OK,,899,2023-01-13,2026-08-19
MARA,S&P 600,"MARA Holdings, Inc.",OK,,902,2023-01-13,2026-08-19
MAT,S&P 400,Mattel,OK,,899,2023-01-13,2026-08-19
MATW,S&P 600,Matthews International Corporation,OK,,899,2023-01-13,2026-08-19
MATX,S&P 600,"Matson, Inc.",OK,,899,2023-01-13,2026-08-19
MBC,S&P 600,"MasterBrand, Inc.",OK,,899,2023-01-13,2026-08-19
MBGL,S&P 600,"Mobility Global, Inc.",OK,,19,2026-07-23,2026-08-19
MBIN,S&P 600,Merchants Bancorp,OK,,899,2023-01-13,2026-08-19
MC,S&P 600,Moelis & Company,OK,,899,2023-01-13,2026-08-19
MCRI,S&P 600,"Monarch Casino & Resort, Inc.",OK,,899,2023-01-13,2026-08-19
MCY,S&P 600,Mercury General,OK,,899,2023-01-13,2026-08-19
MD,S&P 600,Pediatrix Medical Group,OK,,899,2023-01-13,2026-08-19
MDU,S&P 600,"MDU Resources Group, Inc.",OK,,899,2023-01-13,2026-08-19
MEDP,S&P 400,Medpace,OK,,900,2023-01-13,2026-08-19
MFP,S&P 600,"Midera Food Processing, Inc.",OK,,38,2026-06-26,2026-08-19
MGEE,S&P 600,"MGE Energy, Inc.",OK,,899,2023-01-13,2026-08-19
MGY,S&P 600,"Magnolia Oil & Gas, Corp.",OK,,901,2023-01-13,2026-08-19
MHK,S&P 600,Mohawk Industries,OK,,899,2023-01-13,2026-08-19
MHO,S&P 600,"M/I Homes, Inc.",OK,,902,2023-01-13,2026-08-19
MIDD,S&P 400,Middleby,OK,,899,2023-01-13,2026-08-19
MIR,S&P 600,"Mirion Technologies, Inc.",OK,,902,2023-01-13,2026-08-19
MKSI,S&P 400,MKS Instruments,OK,,902,2023-01-13,2026-08-19
MKTX,S&P 600,MarketAxess,OK,,899,2023-01-13,2026-08-19
MLI,S&P 400,Mueller Industries,OK,,899,2023-01-13,2026-08-19
MLKN,S&P 600,"MillerKnoll, Inc.",OK,,899,2023-01-13,2026-08-19
MMI,S&P 600,"Marcus & Millichap, Inc.",OK,,899,2023-01-13,2026-08-19
MMS,S&P 400,Maximus Inc.,OK,,902,2023-01-13,2026-08-19
MMSI,S&P 600,"Merit Medical Systems, Inc.",OK,,902,2023-01-13,2026-08-19
MOG-A,S&P 400,Moog Inc.,OK,,902,2023-01-13,2026-08-19
MOH,S&P 400,Molina Healthcare,OK,,902,2023-01-13,2026-08-19
MORN,S&P 400,"Morningstar, Inc.",OK,,899,2023-01-13,2026-08-19
MP,S&P 400,MP Materials,OK,,902,2023-01-13,2026-08-19
MPT,S&P 600,Medical Properties Trust,OK,,901,2023-01-13,2026-08-19
MRCY,S&P 600,Mercury Systems,OK,,902,2023-01-13,2026-08-19
MRP,S&P 600,"Millrose Properties, Inc.",OK,,384,2025-02-05,2026-08-19
MRTN,S&P 600,"Marten Transport, Ltd.",OK,,899,2023-01-13,2026-08-19
MSA,S&P 400,MSA Safety,OK,,899,2023-01-13,2026-08-19
MSEX,S&P 600,Middlesex Water Company,OK,,899,2023-01-13,2026-08-19
MSGS,S&P 600,Madison Square Garden Sports Corp.,OK,,899,2023-01-13,2026-08-19
MSM,S&P 400,MSC Industrial Direct,OK,,902,2023-01-13,2026-08-19
MTCH,S&P 600,Match Group,OK,,899,2023-01-13,2026-08-19
MTDR,S&P 400,Matador Resources,OK,,902,2023-01-13,2026-08-19
MTG,S&P 400,MGIC Investment Corporation,OK,,899,2023-01-13,2026-08-19
MTH,S&P 600,Meritage Homes Corporation,OK,,899,2023-01-13,2026-08-19
MTN,S&P 400,Vail Resorts,OK,,902,2023-01-13,2026-08-19
MTRN,S&P 600,Materion Corp.,OK,,902,2023-01-13,2026-08-19
MTSI,S&P 400,MACOM Technology Solutions,OK,,901,2023-01-13,2026-08-19
MTUS,S&P 600,Metallus Inc,OK,,899,2023-01-13,2026-08-19
MTX,S&P 600,Minerals Technologies,OK,,899,2023-01-13,2026-08-19
MTZ,S&P 400,MasTec,OK,,901,2023-01-13,2026-08-19
MUR,S&P 400,Murphy Oil,OK,,900,2023-01-13,2026-08-19
MUSA,S&P 400,Murphy USA,OK,,899,2023-01-13,2026-08-19
MWA,S&P 600,Mueller Water Products,OK,,902,2023-01-13,2026-08-19
MXL,S&P 600,"MaxLinear, Inc.",OK,,902,2023-01-13,2026-08-19
MYRG,S&P 600,"MYR Group, Inc.",OK,,900,2023-01-13,2026-08-19
MZTI,S&P 400,The Marzetti Company,OK,,902,2023-01-13,2026-08-19
NABL,S&P 600,"N-able, Inc.",OK,,899,2023-01-13,2026-08-19
NATL,S&P 600,NCR Atleos,OK,,713,2023-10-11,2026-08-19
NAVI,S&P 600,Navient,OK,,899,2023-01-13,2026-08-19
NBHC,S&P 600,National Bank Holdings Corporation,OK,,899,2023-01-13,2026-08-19
NBIX,S&P 400,Neurocrine Biosciences,OK,,899,2023-01-13,2026-08-19
NBTB,S&P 600,"NBT Bancorp, Inc.",OK,,899,2023-01-13,2026-08-19
NE,S&P 600,Noble Corporation,OK,,899,2023-01-13,2026-08-19
NEO,S&P 600,"NeoGenomics Laboratories, Inc.",OK,,899,2023-01-13,2026-08-19
NEOG,S&P 600,Neogen,OK,,900,2023-01-13,2026-08-19
NEU,S&P 400,NewMarket Corporation,OK,,899,2023-01-13,2026-08-19
NFG,S&P 400,National Fuel Gas,OK,,899,2023-01-13,2026-08-19
NGVT,S&P 600,"Ingevity, Corp.",OK,,902,2023-01-13,2026-08-19
NHC,S&P 600,"National Healthcare, Corp.",OK,,899,2023-01-13,2026-08-19
NHI,S&P 600,"National Health Investors, Inc.",OK,,902,2023-01-13,2026-08-19
NIC,S&P 600,Nicolet Bankshares,OK,,900,2023-01-13,2026-08-19
NJR,S&P 400,New Jersey Resources,OK,,899,2023-01-13,2026-08-19
NLY,S&P 400,Annaly Capital Management,OK,,902,2023-01-13,2026-08-19
NMIH,S&P 600,"NMI Holdings, Inc.",OK,,899,2023-01-13,2026-08-19
NNN,S&P 400,NNN Reit,OK,,900,2023-01-13,2026-08-19
NOG,S&P 600,"Northern Oil and Gas, Inc.",OK,,902,2023-01-13,2026-08-19
NOV,S&P 400,NOV Inc.,OK,,901,2023-01-13,2026-08-19
NOVT,S&P 400,Novanta,OK,,899,2023-01-13,2026-08-19
NPK,S&P 600,"National Presto Industries, Inc.",OK,,899,2023-01-13,2026-08-19
NPO,S&P 600,"EnPro Industries, Inc.",OK,,899,2023-01-13,2026-08-19
NSIT,S&P 600,"Insight Enterprises, Inc.",OK,,899,2023-01-13,2026-08-19
NSP,S&P 600,Insperity,OK,,899,2023-01-13,2026-08-19
NSSC,S&P 600,Napco Security Technologies,OK,,899,2023-01-13,2026-08-19
NTCT,S&P 600,"NETSCOUT Systems, Inc.",OK,,899,2023-01-13,2026-08-19
NTNX,S&P 400,Nutanix,OK,,899,2023-01-13,2026-08-19
NTST,S&P 600,NETSTREIT Corp.,OK,,902,2023-01-13,2026-08-19
NVST,S&P 400,Envista Holdings,OK,,899,2023-01-13,2026-08-19
NVT,S&P 400,nVent Electric plc,OK,,902,2023-01-13,2026-08-19
NWBI,S&P 600,"Northwest Bancshares, Inc.",OK,,899,2023-01-13,2026-08-19
NWE,S&P 400,NorthWestern Energy,OK,,899,2023-01-13,2026-08-19
NWL,S&P 600,Newell Brands,OK,,902,2023-01-13,2026-08-19
NWN,S&P 600,NW Natural,OK,,902,2023-01-13,2026-08-19
NX,S&P 600,Quanex Building Products Corporation,OK,,899,2023-01-13,2026-08-19
NXRT,S&P 600,"NexPoint Residential Trust, Inc.",OK,,902,2023-01-13,2026-08-19
NXST,S&P 400,Nexstar Media Group,OK,,899,2023-01-13,2026-08-19
NXT,S&P 400,Nextpower,OK,,884,2023-02-09,2026-08-19
NYT,S&P 400,New York Times Company,OK,,899,2023-01-13,2026-08-19
OC,S&P 400,Owens Corning,OK,,899,2023-01-13,2026-08-19
OFG,S&P 600,OFG Bancorp,OK,,899,2023-01-13,2026-08-19
OGE,S&P 400,OGE Energy,OK,,899,2023-01-13,2026-08-19
OGN,S&P 600,Organon & Co.,OK,,899,2023-01-13,2026-08-19
OGS,S&P 400,One Gas,OK,,899,2023-01-13,2026-08-19
OHI,S&P 400,Omega Healthcare Investors,OK,,902,2023-01-13,2026-08-19
OI,S&P 600,"O-I Glass, Inc.",OK,,900,2023-01-13,2026-08-19
OII,S&P 600,"Oceaneering International, Inc.",OK,,900,2023-01-13,2026-08-19
OKTA,S&P 400,"Okta, Inc.",OK,,902,2023-01-13,2026-08-19
OLED,S&P 400,Universal Display,OK,,900,2023-01-13,2026-08-19
OLLI,S&P 400,Ollie's Bargain Outlet,OK,,899,2023-01-13,2026-08-19
OLN,S&P 400,Olin Corporation,OK,,899,2023-01-13,2026-08-19
OMCL,S&P 600,Omnicell,OK,,899,2023-01-13,2026-08-19
ONB,S&P 400,Old National Bank,OK,,899,2023-01-13,2026-08-19
ONTO,S&P 400,Onto Innovation,OK,,902,2023-01-13,2026-08-19
OPCH,S&P 400,Option Care Health,OK,,902,2023-01-13,2026-08-19
OPLN,S&P 600,"OPENLANE, Inc.",OK,,899,2023-01-13,2026-08-19
ORA,S&P 400,Ormat Technologies,OK,,899,2023-01-13,2026-08-19
ORI,S&P 400,Old Republic International,OK,,902,2023-01-13,2026-08-19
OSIS,S&P 600,"OSI Systems, Inc.",OK,,899,2023-01-13,2026-08-19
OSK,S&P 400,Oshkosh,OK,,899,2023-01-13,2026-08-19
OSW,S&P 600,OneSpaWorld Holdings Limited,OK,,902,2023-01-13,2026-08-19
OTTR,S&P 600,Otter Tail Corporation,OK,,899,2023-01-13,2026-08-19
OUT,S&P 600,Outfront Media,OK,,899,2023-01-13,2026-08-19
OVV,S&P 400,Ovintiv,OK,,899,2023-01-13,2026-08-19
OZK,S&P 400,Bank OZK,OK,,899,2023-01-13,2026-08-19
P,S&P 400,Everpure,OK,,902,2023-01-13,2026-08-19
PAG,S&P 400,Penske Automotive Group,OK,,902,2023-01-13,2026-08-19
PAHC,S&P 600,Phibro Animal Health,OK,,899,2023-01-13,2026-08-19
PARR,S&P 600,"Par Pacific Holdings, Inc.",OK,,900,2023-01-13,2026-08-19
PATH,S&P 400,UiPath,OK,,902,2023-01-13,2026-08-19
PATK,S&P 600,"Patrick Industries, Inc.",OK,,899,2023-01-13,2026-08-19
PAYC,S&P 600,Paycom,OK,,899,2023-01-13,2026-08-19
PAYO,S&P 600,Payoneer Global Inc.,OK,,902,2023-01-13,2026-08-19
