run_date,ticker,dropped_at,disposition,entry_price,risk_per_share,adr10_pct,overhead_R,score,shares,position_cost,sizing_constraint
2026-09-15,HNGE,no_50ma_touch,,,,,,,,,
2026-09-15,HNI,no_data_for_date,,,,,,,,,
2026-09-15,HOG,no_data_for_date,,,,,,,,,
2026-09-15,HOMB,no_data_for_date,,,,,,,,,
2026-09-15,HOPE,no_data_for_date,,,,,,,,,
2026-09-15,HPE,no_data_for_date,,,,,,,,,
2026-09-15,HPQ,no_50ma_touch,,,,,,,,,
2026-09-15,HP,no_data_for_date,,,,,,,,,
2026-09-15,HQY,no_data_for_date,,,,,,,,,
2026-09-15,HRB,no_data_for_date,,,,,,,,,
2026-09-15,HRMY,no_data_for_date,,,,,,,,,
2026-09-15,HR,no_data_for_date,,,,,,,,,
2026-09-15,HSTM,no_data_for_date,,,,,,,,,
2026-09-15,HTH,no_data_for_date,,,,,,,,,
2026-09-15,HTLD,no_data_for_date,,,,,,,,,
2026-09-15,HTO,no_data_for_date,,,,,,,,,
2026-09-15,HUBG,no_data_for_date,,,,,,,,,
2026-09-15,HWC,no_data_for_date,,,,,,,,,
2026-09-15,HWKN,no_data_for_date,,,,,,,,,
2026-09-15,HXL,no_data_for_date,,,,,,,,,
2026-09-15,HZO,no_data_for_date,,,,,,,,,
2026-09-15,H,no_data_for_date,,,,,,,,,
2026-09-15,IART,no_data_for_date,,,,,,,,,
2026-09-15,IBOC,no_data_for_date,,,,,,,,,
2026-09-15,IBP,no_data_for_date,,,,,,,,,
2026-09-15,ICHR,no_data_for_date,,,,,,,,,
2026-09-15,ICUI,no_data_for_date,,,,,,,,,
2026-09-15,IDA,no_data_for_date,,,,,,,,,
2026-09-15,IDCC,no_data_for_date,,,,,,,,,
2026-09-15,IESC,no_data_for_date,,,,,,,,,
2026-09-15,IIPR,no_data_for_date,,,,,,,,,
2026-09-15,ILMN,no_data_for_date,,,,,,,,,
2026-09-15,INDB,no_data_for_date,,,,,,,,,
2026-09-15,INDV,no_data_for_date,,,,,,,,,
2026-09-15,INGR,no_data_for_date,,,,,,,,,
2026-09-15,INSP,no_data_for_date,,,,,,,,,
2026-09-15,INSW,no_data_for_date,,,,,,,,,
2026-09-15,INVA,no_data_for_date,,,,,,,,,
2026-09-15,INVX,no_data_for_date,,,,,,,,,
2026-09-15,IOSP,no_data_for_date,,,,,,,,,
2026-09-15,IOVA,no_50ma_touch,,,,,,,,,
2026-09-15,IPAR,no_data_for_date,,,,,,,,,
2026-09-15,IPGP,no_data_for_date,,,,,,,,,
2026-09-15,IRDM,no_data_for_date,,,,,,,,,
2026-09-15,IRT,no_data_for_date,,,,,,,,,
2026-09-15,ITGR,no_data_for_date,,,,,,,,,
